point_id,survey_no,latitude,longitude,accuracy_m
GNSS_00502,262/3,11.0040574,76.952672,0.02
GNSS_00503,262/3,11.0040805,76.9525138,0.03
GNSS_00504,262/3,11.0039212,76.9525133,0.028
GNSS_00505,263/4,11.0037732,76.9528543,0.022
GNSS_00506,263/4,11.0038049,76.9530284,0.039
GNSS_00507,263/4,11.003836,76.9531684,0.042
GNSS_00508,263/4,11.00397,76.9531738,0.036
GNSS_00509,263/4,11.0040696,76.9531855,0.021
GNSS_00510,263/4,11.0040356,76.9530089,0.038
GNSS_00511,263/4,11.004032,76.9528589,0.018
GNSS_00512,263/4,11.0039171,76.9528705,0.041
GNSS_00513,264/1,11.003836,76.9531684,0.028
GNSS_00514,264/1,11.0038126,76.9533043,0.022
GNSS_00515,264/1,11.0037684,76.9534583,0.043
GNSS_00516,264/1,11.00391,76.9534692,0.041
GNSS_00517,264/1,11.0040675,76.953496,0.033
GNSS_00518,264/1,11.0040834,76.9533303,0.043
GNSS_00519,264/1,11.0040696,76.9531855,0.038
GNSS_00520,264/1,11.00397,76.9531738,0.029
GNSS_00521,265/2,11.0037684,76.9534583,0.025
GNSS_00522,265/2,11.0037938,76.9536462,0.043
GNSS_00523,265/2,11.0037961,76.9538334,0.027
GNSS_00524,265/2,11.0039069,76.9537754,0.04
GNSS_00525,265/2,11.0040456,76.9537182,0.033
GNSS_00526,265/2,11.0040477,76.9535972,0.021
GNSS_00527,265/2,11.0040675,76.953496,0.036
GNSS_00528,265/2,11.00391,76.9534692,0.019
GNSS_00529,266/3,11.0037961,76.9538334,0.044
GNSS_00530,266/3,11.0037905,76.9539411,0.02
GNSS_00531,266/3,11.003749,76.9540419,0.031
GNSS_00532,266/3,11.003928,76.9540365,0.026
GNSS_00533,266/3,11.0041036,76.9540272,0.041
GNSS_00534,266/3,11.004081,76.9538889,0.027
GNSS_00535,266/3,11.0040456,76.9537182,0.033
GNSS_00536,266/3,11.0039069,76.9537754,0.018
GNSS_00537,267/4,11.003749,76.9540419,0.038
GNSS_00538,267/4,11.0037713,76.9541981,0.025
GNSS_00539,267/4,11.0038047,76.9543513,0.028
GNSS_00540,267/4,11.0039561,76.9543783,0.044
GNSS_00541,267/4,11.0040919,76.9544281,0.045
GNSS_00542,267/4,11.0041009,76.9542215,0.039
GNSS_00543,267/4,11.0041036,76.9540272,0.038
GNSS_00544,267/4,11.003928,76.9540365,0.033
GNSS_00545,268/1,11.0038047,76.9543513,0.019
GNSS_00546,268/1,11.0037872,76.9545403,0.033
GNSS_00547,268/1,11.0037825,76.954733,0.035
GNSS_00548,268/1,11.0038797,76.9547122,0.037
GNSS_00549,268/1,11.0040131,76.9546713,0.018
GNSS_00550,268/1,11.0040649,76.9545396,0.027
GNSS_00551,268/1,11.0040919,76.9544281,0.038
GNSS_00552,268/1,11.0039561,76.9543783,0.028
GNSS_00553,269/2,11.0037825,76.954733,0.032
GNSS_00554,269/2,11.0037698,76.9548489,0.024
GNSS_00555,269/2,11.0037763,76.954959,0.031
GNSS_00556,269/2,11.003933,76.9550109,0.02
GNSS_00557,269/2,11.0040988,76.9550399,0.045
GNSS_00558,269/2,11.0040464,76.9548549,0.037
GNSS_00559,269/2,11.0040131,76.9546713,0.021
GNSS_00560,269/2,11.0038797,76.9547122,0.043
GNSS_00561,270/3,11.0037763,76.954959,0.03
GNSS_00562,270/3,11.0037898,76.9551731,0.038
GNSS_00563,270/3,11.0037886,76.9553675,0.034
GNSS_00564,270/3,11.0039195,76.9553307,0.032
GNSS_00565,270/3,11.0040509,76.9552586,0.035
GNSS_00566,270/3,11.0040674,76.9551691,0.029
GNSS_00567,270/3,11.0040988,76.9550399,0.034
GNSS_00568,270/3,11.003933,76.9550109,0.02
GNSS_00569,271/4,11.0037886,76.9553675,0.025
GNSS_00570,271/4,11.0038154,76.9555256,0.027
GNSS_00571,271/4,11.0038191,76.9556705,0.04
GNSS_00572,271/4,11.0039621,76.9556201,0.037
GNSS_00573,271/4,11.0040759,76.955563,0.038
GNSS_00574,271/4,11.0040657,76.9554017,0.027
GNSS_00575,271/4,11.0040509,76.9552586,0.025
GNSS_00576,271/4,11.0039195,76.9553307,0.02
GNSS_00577,272/1,11.0038191,76.9556705,0.021
GNSS_00578,272/1,11.0038112,76.9557521,0.021
GNSS_00579,272/1,11.003803,76.955871,0.03
GNSS_00580,272/1,11.0039055,76.9559096,0.026
GNSS_00581,272/1,11.0040114,76.9559463,0.021
GNSS_00582,272/1,11.0040474,76.9557365,0.028
GNSS_00583,272/1,11.0040759,76.955563,0.039
GNSS_00584,272/1,11.0039621,76.9556201,0.03
GNSS_00585,273/2,11.003803,76.955871,0.037
GNSS_00586,273/2,11.0037908,76.9560762,0.04
GNSS_00587,273/2,11.0037828,76.9562511,0.037
GNSS_00588,273/2,11.0039034,76.9562421,0.019
GNSS_00589,273/2,11.0040514,76.9562218,0.041
GNSS_00590,273/2,11.0040421,76.9560754,0.027
GNSS_00591,273/2,11.0040114,76.9559463,0.02
GNSS_00592,273/2,11.0039055,76.9559096,0.025
GNSS_00593,274/3,11.0037828,76.9562511,0.04
GNSS_00594,274/3,11.0037838,76.9563908,0.023
GNSS_00595,274/3,11.0037913,76.9565125,0.044
GNSS_00596,274/3,11.0039443,76.9565038,0.041
GNSS_00597,274/3,11.004082,76.9565069,0.033
GNSS_00598,274/3,11.0040711,76.9563699,0.033
GNSS_00599,274/3,11.0040514,76.9562218,0.021
GNSS_00600,274/3,11.0039034,76.9562421,0.021
GNSS_00601,275/4,11.0037913,76.9565125,0.039
GNSS_00602,275/4,11.0037972,76.9566567,0.024
GNSS_00603,275/4,11.0037694,76.9568033,0.023
GNSS_00604,275/4,11.0039068,76.9568314,0.029
GNSS_00605,275/4,11.0040157,76.9568337,0.037
GNSS_00606,275/4,11.004061,76.9566767,0.043
GNSS_00607,275/4,11.004082,76.9565069,0.02
GNSS_00608,275/4,11.0039443,76.9565038,0.034
GNSS_00609,276/1,11.0037694,76.9568033,0.042
GNSS_00610,276/1,11.0038071,76.9569826,0.03
GNSS_00611,276/1,11.0038196,76.9571497,0.021
GNSS_00612,276/1,11.0039533,76.9571613,0.042
GNSS_00613,276/1,11.0040665,76.9571569,0.04
GNSS_00614,276/1,11.0040342,76.9570012,0.027
GNSS_00615,276/1,11.0040157,76.9568337,0.019
GNSS_00616,276/1,11.0039068,76.9568314,0.03
GNSS_00617,277/2,11.0038196,76.9571497,0.031
GNSS_00618,277/2,11.0037785,76.957323,0.028
GNSS_00619,277/2,11.0037506,76.957506,0.03
GNSS_00620,277/2,11.003893,76.9574528,0.028
GNSS_00621,277/2,11.0040251,76.9574313,0.043
GNSS_00622,277/2,11.004031,76.9573034,0.025
GNSS_00623,277/2,11.0040665,76.9571569,0.03
GNSS_00624,277/2,11.0039533,76.9571613,0.022
GNSS_00625,278/3,11.0037506,76.957506,0.026
GNSS_00626,278/3,11.0037295,76.9576559,0.029
GNSS_00627,278/3,11.0037419,76.9577758,0.033
GNSS_00628,278/3,11.0038978,76.9578126,0.02
GNSS_00629,278/3,11.004059,76.9578314,0.026
GNSS_00630,278/3,11.0040288,76.9576182,0.022
GNSS_00631,278/3,11.0040251,76.9574313,0.023
GNSS_00632,278/3,11.003893,76.9574528,0.042
GNSS_00633,279/4,11.0037419,76.9577758,0.033
GNSS_00634,279/4,11.0037758,76.9579488,0.019
GNSS_00635,279/4,11.0037739,76.9580879,0.028
GNSS_00636,279/4,11.0039148,76.9580746,0.037
GNSS_00637,279/4,11.004045,76.9580908,0.031
GNSS_00638,279/4,11.0040669,76.9579623,0.039
GNSS_00639,279/4,11.004059,76.9578314,0.027
GNSS_00640,279/4,11.0038978,76.9578126,0.033
GNSS_00641,280/1,11.0040659,76.9519106,0.027
GNSS_00642,280/1,11.0040825,76.952105,0.024
GNSS_00643,280/1,11.0041032,76.9522693,0.042
GNSS_00644,280/1,11.0042158,76.9522357,0.039
GNSS_00645,280/1,11.0043383,76.9522172,0.02
GNSS_00646,280/1,11.0043463,76.9520773,0.045
GNSS_00647,280/1,11.0043366,76.9519125,0.032
GNSS_00648,280/1,11.0042172,76.9519187,0.039
GNSS_00649,281/2,11.0041032,76.9522693,0.036
GNSS_00650,281/2,11.0041025,76.9523732,0.025
GNSS_00651,281/2,11.0040805,76.9525138,0.04
GNSS_00652,281/2,11.0042062,76.9525057,0.043
GNSS_00653,281/2,11.0043088,76.9524927,0.02
GNSS_00654,281/2,11.0043106,76.9523736,0.045
GNSS_00655,281/2,11.0043383,76.9522172,0.024
GNSS_00656,281/2,11.0042158,76.9522357,0.041
GNSS_00657,282/3,11.0040805,76.9525138,0.023
GNSS_00658,282/3,11.0040574,76.952672,0.024
GNSS_00659,282/3,11.004032,76.9528589,0.027
GNSS_00660,282/3,11.0041927,76.9528559,0.038
GNSS_00661,282/3,11.0043438,76.9528258,0.028
GNSS_00662,282/3,11.0043436,76.9526683,0.034
GNSS_00663,282/3,11.0043088,76.9524927,0.037
GNSS_00664,282/3,11.0042062,76.9525057,0.027
GNSS_00665,283/4,11.004032,76.9528589,0.023
GNSS_00666,283/4,11.0040356,76.9530089,0.045
GNSS_00667,283/4,11.0040696,76.9531855,0.042
GNSS_00668,283/4,11.0041863,76.9531408,0.031
GNSS_00669,283/4,11.004306,76.9531222,0.026
GNSS_00670,283/4,11.0043354,76.9529686,0.031
GNSS_00671,283/4,11.0043438,76.9528258,0.02
GNSS_00672,283/4,11.0041927,76.9528559,0.024
GNSS_00673,284/1,11.0040696,76.9531855,0.027
GNSS_00674,284/1,11.0040834,76.9533303,0.035
GNSS_00675,284/1,11.0040675,76.953496,0.04
GNSS_00676,284/1,11.0042183,76.953436,0.027
GNSS_00677,284/1,11.004345,76.953412,0.023
GNSS_00678,284/1,11.0043317,76.9532653,0.04
GNSS_00679,284/1,11.004306,76.9531222,0.041
GNSS_00680,284/1,11.0041863,76.9531408,0.02
GNSS_00681,285/2,11.0040675,76.953496,0.039
GNSS_00682,285/2,11.0040477,76.9535972,0.041
GNSS_00683,285/2,11.0040456,76.9537182,0.041
GNSS_00684,285/2,11.0042056,76.9537146,0.044
GNSS_00685,285/2,11.0043702,76.953736,0.028
GNSS_00686,285/2,11.0043734,76.953587,0.043
GNSS_00687,285/2,11.004345,76.953412,0.029
GNSS_00688,285/2,11.0042183,76.953436,0.021
GNSS_00689,286/3,11.0040456,76.9537182,0.038
GNSS_00690,286/3,11.004081,76.9538889,0.03
GNSS_00691,286/3,11.0041036,76.9540272,0.035
GNSS_00692,286/3,11.0041915,76.9540745,0.031
GNSS_00693,286/3,11.0042854,76.9541116,0.027
GNSS_00694,286/3,11.0043416,76.9539046,0.037
GNSS_00695,286/3,11.0043702,76.953736,0.033
GNSS_00696,286/3,11.0042056,76.9537146,0.042
GNSS_00697,287/4,11.0041036,76.9540272,0.034
GNSS_00698,287/4,11.0041009,76.9542215,0.023
GNSS_00699,287/4,11.0040919,76.9544281,0.026
GNSS_00700,287/4,11.0042125,76.9543776,0.037
GNSS_00701,287/4,11.0043423,76.9543491,0.021
GNSS_00702,287/4,11.0042982,76.9542191,0.038
GNSS_00703,287/4,11.0042854,76.9541116,0.044
GNSS_00704,287/4,11.0041915,76.9540745,0.044
GNSS_00705,288/1,11.0040919,76.9544281,0.033
GNSS_00706,288/1,11.0040649,76.9545396,0.023
GNSS_00707,288/1,11.0040131,76.9546713,0.027
GNSS_00708,288/1,11.004153,76.9546644,0.04
GNSS_00709,288/1,11.0042869,76.9546523,0.035
GNSS_00710,288/1,11.0043113,76.9544927,0.035
GNSS_00711,288/1,11.0043423,76.9543491,0.021
GNSS_00712,288/1,11.0042125,76.9543776,0.031
GNSS_00713,289/2,11.0040131,76.9546713,0.045
GNSS_00714,289/2,11.0040464,76.9548549,0.023
GNSS_00715,289/2,11.0040988,76.9550399,0.042
GNSS_00716,289/2,11.0042197,76.9550563,0.02
GNSS_00717,289/2,11.0043281,76.9550376,0.037
GNSS_00718,289/2,11.0043073,76.9548371,0.035
GNSS_00719,289/2,11.0042869,76.9546523,0.042
GNSS_00720,289/2,11.004153,76.9546644,0.03
GNSS_00721,290/3,11.0040988,76.9550399,0.027
GNSS_00722,290/3,11.0040674,76.9551691,0.039
GNSS_00723,290/3,11.0040509,76.9552586,0.037
GNSS_00724,290/3,11.0042087,76.9552827,0.019
GNSS_00725,290/3,11.0043472,76.9552931,0.03
GNSS_00726,290/3,11.004336,76.9551507,0.029
GNSS_00727,290/3,11.0043281,76.9550376,0.022
GNSS_00728,290/3,11.0042197,76.9550563,0.029
GNSS_00729,291/4,11.0040509,76.9552586,0.04
GNSS_00730,291/4,11.0040657,76.9554017,0.039
GNSS_00731,291/4,11.0040759,76.955563,0.034
GNSS_00732,291/4,11.0041972,76.9555999,0.038
GNSS_00733,291/4,11.0042866,76.955637,0.024
GNSS_00734,291/4,11.004314,76.955483,0.03
GNSS_00735,291/4,11.0043472,76.9552931,0.04
GNSS_00736,291/4,11.0042087,76.9552827,0.019
GNSS_00737,292/1,11.0040759,76.955563,0.02
GNSS_00738,292/1,11.0040474,76.9557365,0.023
GNSS_00739,292/1,11.0040114,76.9559463,0.028
GNSS_00740,292/1,11.0041543,76.9559104,0.038
GNSS_00741,292/1,11.0043089,76.9558667,0.033
GNSS_00742,292/1,11.0042833,76.9557484,0.042
GNSS_00743,292/1,11.0042866,76.955637,0.021
GNSS_00744,292/1,11.0041972,76.9555999,0.034
GNSS_00745,293/2,11.0040114,76.9559463,0.03
GNSS_00746,293/2,11.0040421,76.9560754,0.036
GNSS_00747,293/2,11.0040514,76.9562218,0.034
GNSS_00748,293/2,11.0041901,76.9562231,0.03
GNSS_00749,293/2,11.0043113,76.9562114,0.019
GNSS_00750,293/2,11.0042933,76.9560573,0.027
GNSS_00751,293/2,11.0043089,76.9558667,0.044
GNSS_00752,293/2,11.0041543,76.9559104,0.029
GNSS_00753,294/3,11.0040514,76.9562218,0.025
GNSS_00754,294/3,11.0040711,76.9563699,0.026
GNSS_00755,294/3,11.004082,76.9565069,0.024
GNSS_00756,294/3,11.0042225,76.9565356,0.019
GNSS_00757,294/3,11.004331,76.9565549,0.033
GNSS_00758,294/3,11.004334,76.9564013,0.041
GNSS_00759,294/3,11.0043113,76.9562114,0.022
GNSS_00760,294/3,11.0041901,76.9562231,0.028
GNSS_00761,295/4,11.004082,76.9565069,0.035
GNSS_00762,295/4,11.004061,76.9566767,0.031
GNSS_00763,295/4,11.0040157,76.9568337,0.021
GNSS_00764,295/4,11.0041479,76.9568616,0.024
GNSS_00765,295/4,11.0042739,76.956894,0.035
GNSS_00766,295/4,11.0043196,76.9567262,0.044
GNSS_00767,295/4,11.004331,76.9565549,0.031
GNSS_00768,295/4,11.0042225,76.9565356,0.021
GNSS_00769,296/1,11.0040157,76.9568337,0.025
GNSS_00770,296/1,11.0040342,76.9570012,0.035
GNSS_00771,296/1,11.0040665,76.9571569,0.028
GNSS_00772,296/1,11.004192,76.957142,0.028
GNSS_00773,296/1,11.0042979,76.9571422,0.028
GNSS_00774,296/1,11.0042723,76.9570056,0.023
GNSS_00775,296/1,11.0042739,76.956894,0.019
GNSS_00776,296/1,11.0041479,76.9568616,0.03
GNSS_00777,297/2,11.0040665,76.9571569,0.02
GNSS_00778,297/2,11.004031,76.9573034,0.038
GNSS_00779,297/2,11.0040251,76.9574313,0.036
GNSS_00780,297/2,11.004176,76.9574701,0.02
GNSS_00781,297/2,11.0042896,76.957506,0.027
GNSS_00782,297/2,11.0042989,76.9573306,0.033
GNSS_00783,297/2,11.0042979,76.9571422,0.044
GNSS_00784,297/2,11.004192,76.957142,0.034
GNSS_00785,298/3,11.0040251,76.9574313,0.032
GNSS_00786,298/3,11.0040288,76.9576182,0.044
GNSS_00787,298/3,11.004059,76.9578314,0.037
GNSS_00788,298/3,11.0041751,76.9578011,0.043
GNSS_00789,298/3,11.0043105,76.9577466,0.033
GNSS_00790,298/3,11.0042908,76.9576378,0.024
GNSS_00791,298/3,11.0042896,76.957506,0.026
GNSS_00792,298/3,11.004176,76.9574701,0.029
GNSS_00793,299/4,11.004059,76.9578314,0.032
GNSS_00794,299/4,11.0040669,76.9579623,0.033
GNSS_00795,299/4,11.004045,76.9580908,0.045
GNSS_00796,299/4,11.0041803,76.9581053,0.022
GNSS_00797,299/4,11.004317,76.958096,0.044
GNSS_00798,299/4,11.0043233,76.9579039,0.03
GNSS_00799,299/4,11.0043105,76.9577466,0.044
GNSS_00800,299/4,11.0041751,76.9578011,0.023
GNSS_00801,300/1,11.0043366,76.9519125,0.029
GNSS_00802,300/1,11.0043463,76.9520773,0.045
GNSS_00803,300/1,11.0043383,76.9522172,0.03
GNSS_00804,300/1,11.0044752,76.9522322,0.045
GNSS_00805,300/1,11.0045836,76.952213,0.035
GNSS_00806,300/1,11.0046094,76.9520482,0.041
GNSS_00807,300/1,11.0046063,76.9519119,0.025
GNSS_00808,300/1,11.0044562,76.9519063,0.043
GNSS_00809,301/2,11.0043383,76.9522172,0.033
GNSS_00810,301/2,11.0043106,76.9523736,0.041
GNSS_00811,301/2,11.0043088,76.9524927,0.032
GNSS_00812,301/2,11.0044896,76.9525149,0.043
GNSS_00813,301/2,11.0046463,76.9525028,0.018
GNSS_00814,301/2,11.0046016,76.9523436,0.037
GNSS_00815,301/2,11.0045836,76.952213,0.034
GNSS_00816,301/2,11.0044752,76.9522322,0.039
GNSS_00817,302/3,11.0043088,76.9524927,0.034
GNSS_00818,302/3,11.0043436,76.9526683,0.038
GNSS_00819,302/3,11.0043438,76.9528258,0.043
GNSS_00820,302/3,11.0044927,76.952811,0.043
GNSS_00821,302/3,11.0046386,76.9528319,0.033
GNSS_00822,302/3,11.0046254,76.9526738,0.021
GNSS_00823,302/3,11.0046463,76.9525028,0.026
GNSS_00824,302/3,11.0044896,76.9525149,0.032
GNSS_00825,303/4,11.0043438,76.9528258,0.036
GNSS_00826,303/4,11.0043354,76.9529686,0.033
GNSS_00827,303/4,11.004306,76.9531222,0.031
GNSS_00828,303/4,11.0044346,76.9531427,0.023
GNSS_00829,303/4,11.0045565,76.9531506,0.029
GNSS_00830,303/4,11.0045912,76.9529807,0.035
GNSS_00831,303/4,11.0046386,76.9528319,0.036
GNSS_00832,303/4,11.0044927,76.952811,0.029
GNSS_00833,304/1,11.004306,76.9531222,0.024
GNSS_00834,304/1,11.0043317,76.9532653,0.038
GNSS_00835,304/1,11.004345,76.953412,0.043
GNSS_00836,304/1,11.0044781,76.9534448,0.042
GNSS_00837,304/1,11.0046322,76.9535064,0.019
GNSS_00838,304/1,11.0045953,76.9533383,0.04
GNSS_00839,304/1,11.0045565,76.9531506,0.026
GNSS_00840,304/1,11.0044346,76.9531427,0.026
GNSS_00841,305/2,11.004345,76.953412,0.044
GNSS_00842,305/2,11.0043734,76.953587,0.024
GNSS_00843,305/2,11.0043702,76.953736,0.026
GNSS_00844,305/2,11.004521,76.9537748,0.038
GNSS_00845,305/2,11.0046389,76.953809,0.039
GNSS_00846,305/2,11.004636,76.9536689,0.027
GNSS_00847,305/2,11.0046322,76.9535064,0.038
GNSS_00848,305/2,11.0044781,76.9534448,0.034
GNSS_00849,306/3,11.0043702,76.953736,0.04
GNSS_00850,306/3,11.0043416,76.9539046,0.038
GNSS_00851,306/3,11.0042854,76.9541116,0.039
GNSS_00852,306/3,11.0044396,76.9541185,0.041
GNSS_00853,306/3,11.0045614,76.9541016,0.04
GNSS_00854,306/3,11.0045837,76.9539733,0.032
GNSS_00855,306/3,11.0046389,76.953809,0.022
GNSS_00856,306/3,11.004521,76.9537748,0.026
GNSS_00857,307/4,11.0042854,76.9541116,0.032
GNSS_00858,307/4,11.0042982,76.9542191,0.033
GNSS_00859,307/4,11.0043423,76.9543491,0.023
GNSS_00860,307/4,11.0044707,76.9543451,0.042
GNSS_00861,307/4,11.0045638,76.9543676,0.023
GNSS_00862,307/4,11.0045611,76.9542355,0.02
GNSS_00863,307/4,11.0045614,76.9541016,0.019
GNSS_00864,307/4,11.0044396,76.9541185,0.019
GNSS_00865,308/1,11.0043423,76.9543491,0.032
GNSS_00866,308/1,11.0043113,76.9544927,0.035
GNSS_00867,308/1,11.0042869,76.9546523,0.021
GNSS_00868,308/1,11.0044319,76.9546436,0.019
GNSS_00869,308/1,11.0045463,76.9546645,0.028
GNSS_00870,308/1,11.0045515,76.9545152,0.034
GNSS_00871,308/1,11.0045638,76.9543676,0.023
GNSS_00872,308/1,11.0044707,76.9543451,0.042
GNSS_00873,309/2,11.0042869,76.9546523,0.041
GNSS_00874,309/2,11.0043073,76.9548371,0.025
GNSS_00875,309/2,11.0043281,76.9550376,0.04
GNSS_00876,309/2,11.0044917,76.9550094,0.02
GNSS_00877,309/2,11.0046361,76.9549687,0.019
GNSS_00878,309/2,11.0045758,76.9548331,0.019
GNSS_00879,309/2,11.0045463,76.9546645,0.041
GNSS_00880,309/2,11.0044319,76.9546436,0.039
GNSS_00881,310/3,11.0043281,76.9550376,0.036
GNSS_00882,310/3,11.004336,76.9551507,0.025
GNSS_00883,310/3,11.0043472,76.9552931,0.029
GNSS_00884,310/3,11.0044672,76.9552873,0.019
GNSS_00885,310/3,11.0046145,76.9552636,0.039
GNSS_00886,310/3,11.0046172,76.9550987,0.039
GNSS_00887,310/3,11.0046361,76.9549687,0.018
GNSS_00888,310/3,11.0044917,76.9550094,0.043
GNSS_00889,311/4,11.0043472,76.9552931,0.024
GNSS_00890,311/4,11.004314,76.955483,0.034
GNSS_00891,311/4,11.0042866,76.955637,0.043
GNSS_00892,311/4,11.0044284,76.9556145,0.037
GNSS_00893,311/4,11.0045774,76.9555928,0.037
GNSS_00894,311/4,11.0046138,76.9554212,0.025
GNSS_00895,311/4,11.0046145,76.9552636,0.042
GNSS_00896,311/4,11.0044672,76.9552873,0.041
GNSS_00897,312/1,11.0042866,76.955637,0.036
GNSS_00898,312/1,11.0042833,76.9557484,0.04
GNSS_00899,312/1,11.0043089,76.9558667,0.029
GNSS_00900,312/1,11.0044688,76.9559073,0.021
GNSS_00901,312/1,11.0046332,76.9559574,0.032
GNSS_00902,312/1,11.0045909,76.9557794,0.036
GNSS_00903,312/1,11.0045774,76.9555928,0.041
GNSS_00904,312/1,11.0044284,76.9556145,0.028
GNSS_00905,313/2,11.0043089,76.9558667,0.036
GNSS_00906,313/2,11.0042933,76.9560573,0.031
GNSS_00907,313/2,11.0043113,76.9562114,0.027
GNSS_00908,313/2,11.0044656,76.9562028,0.025
GNSS_00909,313/2,11.0046053,76.9562237,0.027
GNSS_00910,313/2,11.0046289,76.9560966,0.025
GNSS_00911,313/2,11.0046332,76.9559574,0.036
GNSS_00912,313/2,11.0044688,76.9559073,0.044
GNSS_00913,314/3,11.0043113,76.9562114,0.039
GNSS_00914,314/3,11.004334,76.9564013,0.042
GNSS_00915,314/3,11.004331,76.9565549,0.04
GNSS_00916,314/3,11.0044432,76.9565178,0.04
GNSS_00917,314/3,11.0045635,76.9564912,0.034
GNSS_00918,314/3,11.0045746,76.9563555,0.036
GNSS_00919,314/3,11.0046053,76.9562237,0.036
GNSS_00920,314/3,11.0044656,76.9562028,0.037
GNSS_00921,315/4,11.004331,76.9565549,0.042
GNSS_00922,315/4,11.0043196,76.9567262,0.029
GNSS_00923,315/4,11.0042739,76.956894,0.038
GNSS_00924,315/4,11.0044311,76.9569065,0.034
GNSS_00925,315/4,11.0045919,76.9568935,0.045
GNSS_00926,315/4,11.0045631,76.9566889,0.04
GNSS_00927,315/4,11.0045635,76.9564912,0.027
GNSS_00928,315/4,11.0044432,76.9565178,0.037
GNSS_00929,316/1,11.0042739,76.956894,0.042
GNSS_00930,316/1,11.0042723,76.9570056,0.036
GNSS_00931,316/1,11.0042979,76.9571422,0.032
GNSS_00932,316/1,11.0044347,76.9571549,0.041
GNSS_00933,316/1,11.0046094,76.9571604,0.041
GNSS_00934,316/1,11.0045882,76.9570219,0.042
GNSS_00935,316/1,11.0045919,76.9568935,0.023
GNSS_00936,316/1,11.0044311,76.9569065,0.021
GNSS_00937,317/2,11.0042979,76.9571422,0.033
GNSS_00938,317/2,11.0042989,76.9573306,0.043
GNSS_00939,317/2,11.0042896,76.957506,0.044
GNSS_00940,317/2,11.0044446,76.9574503,0.042
GNSS_00941,317/2,11.0045945,76.957422,0.036
GNSS_00942,317/2,11.0045873,76.9573046,0.024
GNSS_00943,317/2,11.0046094,76.9571604,0.024
GNSS_00944,317/2,11.0044347,76.9571549,0.042
GNSS_00945,318/3,11.0042896,76.957506,0.025
GNSS_00946,318/3,11.0042908,76.9576378,0.026
GNSS_00947,318/3,11.0043105,76.9577466,0.041
GNSS_00948,318/3,11.0044553,76.957756,0.031
GNSS_00949,318/3,11.0046227,76.9577868,0.041
GNSS_00950,318/3,11.0046106,76.957617,0.034
GNSS_00951,318/3,11.0045945,76.957422,0.043
GNSS_00952,318/3,11.0044446,76.9574503,0.02
GNSS_00953,319/4,11.0043105,76.9577466,0.028
GNSS_00954,319/4,11.0043233,76.9579039,0.026
GNSS_00955,319/4,11.004317,76.958096,0.019
GNSS_00956,319/4,11.0044466,76.9581131,0.041
GNSS_00957,319/4,11.0045897,76.9581031,0.022
GNSS_00958,319/4,11.0045926,76.9579381,0.023
GNSS_00959,319/4,11.0046227,76.9577868,0.029
GNSS_00960,319/4,11.0044553,76.957756,0.033
GNSS_00961,320/1,11.0046063,76.9519119,0.023
GNSS_00962,320/1,11.0046094,76.9520482,0.02
GNSS_00963,320/1,11.0045836,76.952213,0.027
GNSS_00964,320/1,11.0047385,76.952187,0.045
GNSS_00965,320/1,11.0049192,76.9521791,0.026
GNSS_00966,320/1,11.004914,76.9520528,0.02
GNSS_00967,320/1,11.004875,76.9519086,0.03
GNSS_00968,320/1,11.0047548,76.951892,0.024
GNSS_00969,321/2,11.0045836,76.952213,0.039
GNSS_00970,321/2,11.0046016,76.9523436,0.039
GNSS_00971,321/2,11.0046463,76.9525028,0.021
GNSS_00972,321/2,11.004755,76.9524726,0.03
GNSS_00973,321/2,11.0048408,76.952478,0.03
GNSS_00974,321/2,11.0048697,76.9523317,0.03
GNSS_00975,321/2,11.0049192,76.9521791,0.031
GNSS_00976,321/2,11.0047385,76.952187,0.018
GNSS_00977,322/3,11.0046463,76.9525028,0.042
GNSS_00978,322/3,11.0046254,76.9526738,0.038
GNSS_00979,322/3,11.0046386,76.9528319,0.032
GNSS_00980,322/3,11.0047452,76.9528246,0.018
GNSS_00981,322/3,11.0048873,76.9528413,0.018
GNSS_00982,322/3,11.0048765,76.9526438,0.038
GNSS_00983,322/3,11.0048408,76.952478,0.024
GNSS_00984,322/3,11.004755,76.9524726,0.042
GNSS_00985,323/4,11.0046386,76.9528319,0.034
GNSS_00986,323/4,11.0045912,76.9529807,0.023
GNSS_00987,323/4,11.0045565,76.9531506,0.04
GNSS_00988,323/4,11.0046924,76.9531383,0.026
GNSS_00989,323/4,11.0048302,76.9531079,0.026
GNSS_00990,323/4,11.0048698,76.9529776,0.038
GNSS_00991,323/4,11.0048873,76.9528413,0.034
GNSS_00992,323/4,11.0047452,76.9528246,0.027
GNSS_00993,324/1,11.0045565,76.9531506,0.042
GNSS_00994,324/1,11.0045953,76.9533383,0.028
GNSS_00995,324/1,11.0046322,76.9535064,0.023
GNSS_00996,324/1,11.0047364,76.9534818,0.044
GNSS_00997,324/1,11.0048404,76.9534858,0.043
GNSS_00998,324/1,11.0048394,76.9533097,0.029
GNSS_00999,324/1,11.0048302,76.9531079,0.024
GNSS_01000,324/1,11.0046924,76.9531383,0.038
GNSS_01001,325/2,11.0046322,76.9535064,0.021
GNSS_01002,325/2,11.004636,76.9536689,0.037
GNSS_01003,325/2,11.0046389,76.953809,0.039
GNSS_01004,325/2,11.0047715,76.9537944,0.028
GNSS_01005,325/2,11.004875,76.9537591,0.035
