point_id,survey_no,latitude,longitude,accuracy_m
GNSS_00502,283/4,18.5925902,73.739093,0.033
GNSS_00503,284/1,18.5922813,73.7395232,0.037
GNSS_00504,284/1,18.5923016,73.7397146,0.02
GNSS_00505,284/1,18.5922837,73.739897,0.038
GNSS_00506,284/1,18.5924407,73.7399037,0.027
GNSS_00507,284/1,18.5925954,73.7398955,0.021
GNSS_00508,284/1,18.5925735,73.7395292,0.024
GNSS_00509,285/2,18.5922909,73.7399538,0.037
GNSS_00510,285/2,18.592286,73.7401276,0.02
GNSS_00511,285/2,18.5922866,73.7403253,0.022
GNSS_00512,285/2,18.5924465,73.7403241,0.037
GNSS_00513,285/2,18.5925954,73.7403152,0.035
GNSS_00514,285/2,18.5926027,73.7399586,0.038
GNSS_00515,286/3,18.5922907,73.7403819,0.029
GNSS_00516,286/3,18.5922822,73.7405561,0.039
GNSS_00517,286/3,18.5922876,73.7407424,0.038
GNSS_00518,286/3,18.5924336,73.7407284,0.033
GNSS_00519,286/3,18.5925935,73.7407363,0.045
GNSS_00520,286/3,18.592613,73.7403846,0.025
GNSS_00521,287/4,18.5922866,73.7408065,0.044
GNSS_00522,287/4,18.5922961,73.7409826,0.027
GNSS_00523,287/4,18.5922865,73.7411694,0.035
GNSS_00524,287/4,18.5924359,73.7411587,0.04
GNSS_00525,287/4,18.5925946,73.7411663,0.027
GNSS_00526,287/4,18.592575,73.7408118,0.027
GNSS_00527,288/1,18.5922822,73.7412454,0.033
GNSS_00528,288/1,18.592268,73.7414144,0.034
GNSS_00529,288/1,18.5922836,73.7416065,0.033
GNSS_00530,288/1,18.5924396,73.7415878,0.036
GNSS_00531,288/1,18.5925887,73.7415995,0.033
GNSS_00532,288/1,18.5925911,73.7412351,0.044
GNSS_00533,289/2,18.5922802,73.7416705,0.032
GNSS_00534,289/2,18.5922668,73.7418512,0.043
GNSS_00535,289/2,18.5922812,73.7420284,0.041
GNSS_00536,289/2,18.5924359,73.7420107,0.029
GNSS_00537,289/2,18.5925915,73.7420191,0.019
GNSS_00538,289/2,18.5926026,73.7416623,0.044
GNSS_00539,290/3,18.5922909,73.7420843,0.018
GNSS_00540,290/3,18.5922622,73.742275,0.025
GNSS_00541,290/3,18.5922798,73.7424552,0.032
GNSS_00542,290/3,18.5924424,73.7424626,0.032
GNSS_00543,290/3,18.5925966,73.7424507,0.034
GNSS_00544,290/3,18.5925966,73.7421002,0.034
GNSS_00545,291/4,18.5922814,73.7425224,0.021
GNSS_00546,291/4,18.5922876,73.7427083,0.037
GNSS_00547,291/4,18.5922932,73.742876,0.03
GNSS_00548,291/4,18.5924448,73.7428708,0.02
GNSS_00549,291/4,18.5925904,73.7428839,0.019
GNSS_00550,291/4,18.5926035,73.7425161,0.037
GNSS_00551,292/1,18.5922941,73.7429401,0.023
GNSS_00552,292/1,18.5922616,73.7431219,0.034
GNSS_00553,292/1,18.5922877,73.7433008,0.028
GNSS_00554,292/1,18.5924356,73.7433208,0.037
GNSS_00555,292/1,18.5925879,73.7433052,0.024
GNSS_00556,292/1,18.592598,73.7429487,0.038
GNSS_00557,293/2,18.5922821,73.743371,0.04
GNSS_00558,293/2,18.5922814,73.7435468,0.043
GNSS_00559,293/2,18.5922939,73.743734,0.034
GNSS_00560,293/2,18.592438,73.7437422,0.036
GNSS_00561,293/2,18.5925868,73.7437322,0.026
GNSS_00562,293/2,18.5925934,73.7433707,0.024
GNSS_00563,294/3,18.5922812,73.7437991,0.028
GNSS_00564,294/3,18.5922917,73.7439789,0.018
GNSS_00565,294/3,18.5922897,73.7441638,0.022
GNSS_00566,294/3,18.5924474,73.7441713,0.04
GNSS_00567,294/3,18.5925925,73.7441624,0.044
GNSS_00568,294/3,18.5925902,73.7437941,0.032
GNSS_00569,295/4,18.5922817,73.7442268,0.025
GNSS_00570,295/4,18.5922909,73.7444094,0.033
GNSS_00571,295/4,18.5922796,73.7445835,0.045
GNSS_00572,295/4,18.5924365,73.7445833,0.033
GNSS_00573,295/4,18.5925937,73.7445936,0.038
GNSS_00574,295/4,18.5926002,73.7442327,0.039
GNSS_00575,296/1,18.5922906,73.744661,0.037
GNSS_00576,296/1,18.5922878,73.7448318,0.035
GNSS_00577,296/1,18.5922844,73.7450149,0.022
GNSS_00578,296/1,18.5924388,73.7450401,0.022
GNSS_00579,296/1,18.5925969,73.7450247,0.024
GNSS_00580,296/1,18.5925831,73.7446503,0.024
GNSS_00581,297/2,18.5922941,73.7450763,0.025
GNSS_00582,297/2,18.5922802,73.7452589,0.036
GNSS_00583,297/2,18.592287,73.7454512,0.037
GNSS_00584,297/2,18.5924445,73.7454514,0.022
GNSS_00585,297/2,18.5925965,73.7454364,0.022
GNSS_00586,297/2,18.5925894,73.7450806,0.027
GNSS_00587,298/3,18.5922832,73.7455109,0.039
GNSS_00588,298/3,18.5922697,73.7456883,0.038
GNSS_00589,298/3,18.5922926,73.7458726,0.038
GNSS_00590,298/3,18.59244,73.7458696,0.03
GNSS_00591,298/3,18.5925994,73.7458662,0.036
GNSS_00592,298/3,18.5925992,73.7455071,0.028
GNSS_00593,299/4,18.5922867,73.7459425,0.043
GNSS_00594,299/4,18.5922656,73.7461139,0.022
GNSS_00595,299/4,18.5922811,73.7462983,0.03
GNSS_00596,299/4,18.5924441,73.7462999,0.045
GNSS_00597,299/4,18.5925967,73.7463045,0.03
GNSS_00598,299/4,18.5926115,73.7459285,0.045
GNSS_00599,300/1,18.5926405,73.7378264,0.02
GNSS_00600,300/1,18.5926186,73.7379975,0.034
GNSS_00601,300/1,18.592649,73.7381833,0.032
GNSS_00602,300/1,18.5928016,73.7381648,0.03
GNSS_00603,300/1,18.5929565,73.7381845,0.018
GNSS_00604,300/1,18.5929598,73.7378183,0.027
GNSS_00605,301/2,18.5926449,73.7382391,0.036
GNSS_00606,301/2,18.5926141,73.7384314,0.03
GNSS_00607,301/2,18.5926525,73.7386042,0.038
GNSS_00608,301/2,18.5928038,73.7385981,0.035
GNSS_00609,301/2,18.592947,73.7386122,0.022
GNSS_00610,301/2,18.5929339,73.7382557,0.029
GNSS_00611,302/3,18.5926409,73.7386676,0.041
GNSS_00612,302/3,18.5926425,73.7388586,0.042
GNSS_00613,302/3,18.5926511,73.7390335,0.024
GNSS_00614,302/3,18.5928019,73.7390195,0.034
GNSS_00615,302/3,18.5929542,73.7390303,0.023
GNSS_00616,302/3,18.5929636,73.738678,0.029
GNSS_00617,303/4,18.5926408,73.7391012,0.044
GNSS_00618,303/4,18.5926637,73.7392816,0.039
GNSS_00619,303/4,18.592654,73.7394625,0.018
GNSS_00620,303/4,18.5928063,73.7394859,0.02
GNSS_00621,303/4,18.5929581,73.7394554,0.025
GNSS_00622,303/4,18.5929669,73.7391025,0.019
GNSS_00623,304/1,18.5926508,73.7395323,0.039
GNSS_00624,304/1,18.5926205,73.7397075,0.036
GNSS_00625,304/1,18.5926473,73.7398918,0.035
GNSS_00626,304/1,18.5927933,73.7398791,0.026
GNSS_00627,304/1,18.5929591,73.7398816,0.03
GNSS_00628,304/1,18.5929397,73.739537,0.044
GNSS_00629,305/2,18.5926483,73.7399548,0.021
GNSS_00630,305/2,18.5926658,73.7401326,0.039
GNSS_00631,305/2,18.5926409,73.7403208,0.025
GNSS_00632,305/2,18.5928027,73.7403045,0.042
GNSS_00633,305/2,18.5929595,73.7403104,0.039
GNSS_00634,305/2,18.5929546,73.7399561,0.019
GNSS_00635,306/3,18.5926402,73.7403843,0.025
GNSS_00636,306/3,18.5926503,73.7405625,0.031
GNSS_00637,306/3,18.5926477,73.7407436,0.028
GNSS_00638,306/3,18.5927959,73.7407247,0.022
GNSS_00639,306/3,18.5929537,73.7407365,0.043
GNSS_00640,306/3,18.5929561,73.7403869,0.041
GNSS_00641,307/4,18.5926428,73.7408051,0.041
GNSS_00642,307/4,18.5926258,73.740998,0.039
GNSS_00643,307/4,18.5926478,73.7411768,0.026
GNSS_00644,307/4,18.5928023,73.7411721,0.02
GNSS_00645,307/4,18.5929484,73.7411628,0.03
GNSS_00646,307/4,18.5929513,73.7408104,0.028
GNSS_00647,308/1,18.5926481,73.7412367,0.044
GNSS_00648,308/1,18.5926435,73.7414176,0.018
GNSS_00649,308/1,18.5926528,73.7415926,0.036
GNSS_00650,308/1,18.5927957,73.7415953,0.041
GNSS_00651,308/1,18.5929512,73.7415892,0.038
GNSS_00652,308/1,18.5929547,73.7412325,0.021
GNSS_00653,309/2,18.5926412,73.7416731,0.034
GNSS_00654,309/2,18.5926135,73.7418409,0.02
GNSS_00655,309/2,18.592652,73.7420205,0.036
GNSS_00656,309/2,18.5928057,73.7420207,0.022
GNSS_00657,309/2,18.5929564,73.7420245,0.026
GNSS_00658,309/2,18.5929693,73.741666,0.041
GNSS_00659,310/3,18.5926402,73.7420876,0.021
GNSS_00660,310/3,18.5926374,73.7422668,0.022
GNSS_00661,310/3,18.5926414,73.742454,0.037
GNSS_00662,310/3,18.5927991,73.7424554,0.04
GNSS_00663,310/3,18.5929532,73.7424508,0.037
GNSS_00664,310/3,18.5929416,73.7421001,0.019
GNSS_00665,311/4,18.5926398,73.7425171,0.039
GNSS_00666,311/4,18.5926629,73.7426957,0.024
GNSS_00667,311/4,18.5926536,73.7428738,0.023
GNSS_00668,311/4,18.5928005,73.7428941,0.029
GNSS_00669,311/4,18.5929464,73.7428806,0.037
GNSS_00670,311/4,18.592974,73.7425118,0.043
GNSS_00671,312/1,18.59264,73.7429376,0.019
GNSS_00672,312/1,18.5926376,73.7431338,0.036
GNSS_00673,312/1,18.5926529,73.7433002,0.023
GNSS_00674,312/1,18.5927971,73.7433037,0.024
GNSS_00675,312/1,18.592952,73.7432987,0.023
GNSS_00676,312/1,18.592965,73.7429402,0.026
GNSS_00677,313/2,18.5926453,73.7433697,0.028
GNSS_00678,313/2,18.5926564,73.7435547,0.033
GNSS_00679,313/2,18.5926411,73.7437302,0.031
GNSS_00680,313/2,18.5928055,73.7437333,0.043
GNSS_00681,313/2,18.5929546,73.7437346,0.032
GNSS_00682,313/2,18.592948,73.7433788,0.028
GNSS_00683,314/3,18.5926433,73.7438062,0.044
GNSS_00684,314/3,18.5926631,73.7439865,0.034
GNSS_00685,314/3,18.592648,73.7441588,0.045
GNSS_00686,314/3,18.5927944,73.7441602,0.028
GNSS_00687,314/3,18.5929487,73.7441568,0.043
GNSS_00688,314/3,18.5929401,73.7438012,0.045
GNSS_00689,315/4,18.592653,73.7442314,0.024
GNSS_00690,315/4,18.5926598,73.7443997,0.024
GNSS_00691,315/4,18.5926476,73.7445966,0.032
GNSS_00692,315/4,18.5927949,73.7445932,0.018
GNSS_00693,315/4,18.5929585,73.7445974,0.043
GNSS_00694,315/4,18.5929607,73.7442277,0.023
GNSS_00695,316/1,18.5926399,73.7446617,0.038
GNSS_00696,316/1,18.5926525,73.7448291,0.03
GNSS_00697,316/1,18.5926407,73.7450093,0.035
GNSS_00698,316/1,18.5927976,73.745004,0.031
GNSS_00699,316/1,18.5929557,73.7450081,0.027
GNSS_00700,316/1,18.5929648,73.744658,0.037
GNSS_00701,317/2,18.592648,73.7450773,0.043
GNSS_00702,317/2,18.5926305,73.7452568,0.044
GNSS_00703,317/2,18.592641,73.7454464,0.024
GNSS_00704,317/2,18.5928065,73.7454634,0.033
GNSS_00705,317/2,18.592951,73.7454511,0.043
GNSS_00706,317/2,18.5929701,73.7450912,0.022
GNSS_00707,318/3,18.5926538,73.7455119,0.029
GNSS_00708,318/3,18.5926638,73.7456956,0.022
GNSS_00709,318/3,18.5926442,73.7458743,0.029
GNSS_00710,318/3,18.5927952,73.7458556,0.042
GNSS_00711,318/3,18.5929503,73.7458737,0.027
GNSS_00712,318/3,18.5929495,73.7455146,0.028
GNSS_00713,319/4,18.5926459,73.7459317,0.045
GNSS_00714,319/4,18.592622,73.7461224,0.042
GNSS_00715,319/4,18.592643,73.7462888,0.037
GNSS_00716,319/4,18.5927972,73.7462933,0.03
GNSS_00717,319/4,18.5929474,73.7463044,0.036
GNSS_00718,319/4,18.5929687,73.745929,0.034
GNSS_00719,320/1,18.5930096,73.737814,0.036
GNSS_00720,320/1,18.5930211,73.738004,0.034
GNSS_00721,320/1,18.5930033,73.7381761,0.023
GNSS_00722,320/1,18.5931527,73.7381605,0.019
GNSS_00723,320/1,18.5933177,73.7381817,0.023
GNSS_00724,320/1,18.5932998,73.7378134,0.026
GNSS_00725,321/2,18.5930126,73.7382463,0.021
GNSS_00726,321/2,18.5930055,73.738423,0.036
GNSS_00727,321/2,18.5930046,73.7386056,0.04
GNSS_00728,321/2,18.5931548,73.7385909,0.029
GNSS_00729,321/2,18.5933116,73.7385994,0.038
GNSS_00730,321/2,18.593328,73.7382426,0.024
GNSS_00731,322/3,18.5930122,73.7386747,0.038
GNSS_00732,322/3,18.5929926,73.738854,0.023
GNSS_00733,322/3,18.5930002,73.7390344,0.045
GNSS_00734,322/3,18.5931629,73.7390542,0.044
GNSS_00735,322/3,18.5933187,73.7390348,0.04
GNSS_00736,322/3,18.5933123,73.7386795,0.021
GNSS_00737,323/4,18.5930012,73.7391071,0.034
GNSS_00738,323/4,18.5930183,73.7392834,0.039
GNSS_00739,323/4,18.5930113,73.7394661,0.021
GNSS_00740,323/4,18.5931604,73.7394615,0.022
GNSS_00741,323/4,18.593318,73.739463,0.033
GNSS_00742,323/4,18.5933082,73.7391016,0.034
GNSS_00743,324/1,18.5930072,73.7395246,0.027
GNSS_00744,324/1,18.5929816,73.739706,0.024
GNSS_00745,324/1,18.5930064,73.7398871,0.038
GNSS_00746,324/1,18.5931525,73.7398936,0.043
GNSS_00747,324/1,18.5933071,73.7398852,0.042
GNSS_00748,324/1,18.5933011,73.7395304,0.019
GNSS_00749,325/2,18.5930138,73.739959,0.032
GNSS_00750,325/2,18.5930076,73.7401312,0.028
GNSS_00751,325/2,18.5930108,73.7403208,0.02
GNSS_00752,325/2,18.5931631,73.7403262,0.039
GNSS_00753,325/2,18.5933063,73.7403183,0.02
GNSS_00754,325/2,18.5933318,73.7399546,0.037
GNSS_00755,326/3,18.5930019,73.7403744,0.028
GNSS_00756,326/3,18.5930237,73.7405693,0.034
GNSS_00757,326/3,18.5930059,73.7407391,0.023
GNSS_00758,326/3,18.5931627,73.7407645,0.042
GNSS_00759,326/3,18.5933175,73.7407396,0.034
GNSS_00760,326/3,18.5933283,73.740383,0.027
GNSS_00761,327/4,18.5929994,73.7408027,0.031
GNSS_00762,327/4,18.5929923,73.7409824,0.022
GNSS_00763,327/4,18.5930022,73.7411759,0.023
GNSS_00764,327/4,18.5931554,73.7411567,0.04
GNSS_00765,327/4,18.5933149,73.7411656,0.024
GNSS_00766,327/4,18.59333,73.7408104,0.034
GNSS_00767,328/1,18.593012,73.7412445,0.026
GNSS_00768,328/1,18.5929882,73.741417,0.036
GNSS_00769,328/1,18.5930069,73.7415945,0.031
GNSS_00770,328/1,18.5931609,73.7416083,0.027
GNSS_00771,328/1,18.5933202,73.7415892,0.025
GNSS_00772,328/1,18.5933097,73.7412457,0.027
GNSS_00773,329/2,18.5930013,73.7416609,0.028
GNSS_00774,329/2,18.593019,73.7418497,0.019
GNSS_00775,329/2,18.5930112,73.7420308,0.037
GNSS_00776,329/2,18.593162,73.7420351,0.033
GNSS_00777,329/2,18.5933159,73.7420286,0.023
GNSS_00778,329/2,18.5933343,73.7416673,0.038
GNSS_00779,330/3,18.5930044,73.7420997,0.036
GNSS_00780,330/3,18.5929887,73.7422685,0.024
GNSS_00781,330/3,18.5930075,73.7424554,0.024
GNSS_00782,330/3,18.5931591,73.742454,0.042
GNSS_00783,330/3,18.593316,73.7424569,0.029
GNSS_00784,330/3,18.593318,73.7420928,0.042
GNSS_00785,331/4,18.5930122,73.7425184,0.029
GNSS_00786,331/4,18.5930197,73.7427009,0.033
GNSS_00787,331/4,18.5930126,73.742872,0.042
GNSS_00788,331/4,18.5931652,73.7428719,0.03
GNSS_00789,331/4,18.5933095,73.7428776,0.027
GNSS_00790,331/4,18.5933306,73.7425109,0.037
GNSS_00791,332/1,18.592999,73.7429486,0.023
GNSS_00792,332/1,18.5930067,73.7431225,0.028
GNSS_00793,332/1,18.5930107,73.743301,0.018
GNSS_00794,332/1,18.5931636,73.7433117,0.027
GNSS_00795,332/1,18.5933143,73.7432995,0.04
GNSS_00796,332/1,18.5932994,73.7429486,0.023
GNSS_00797,333/2,18.5930037,73.7433802,0.045
GNSS_00798,333/2,18.5930245,73.7435466,0.031
GNSS_00799,333/2,18.593,73.7437307,0.038
GNSS_00800,333/2,18.5931664,73.7437348,0.022
GNSS_00801,333/2,18.5933129,73.7437334,0.042
GNSS_00802,333/2,18.5933017,73.7433738,0.04
GNSS_00803,334/3,18.593008,73.7438048,0.037
GNSS_00804,334/3,18.5930123,73.743975,0.029
GNSS_00805,334/3,18.5929995,73.7441641,0.028
GNSS_00806,334/3,18.5931558,73.7441768,0.033
GNSS_00807,334/3,18.5933056,73.744162,0.031
GNSS_00808,334/3,18.5933017,73.7438095,0.022
GNSS_00809,335/4,18.5930069,73.7442206,0.044
GNSS_00810,335/4,18.5929968,73.7444104,0.028
GNSS_00811,335/4,18.5930127,73.7445871,0.029
GNSS_00812,335/4,18.5931614,73.7445701,0.022
GNSS_00813,335/4,18.5933169,73.7445847,0.033
GNSS_00814,335/4,18.5933114,73.7442278,0.043
GNSS_00815,336/1,18.5930128,73.7446581,0.021
GNSS_00816,336/1,18.5929852,73.7448415,0.023
GNSS_00817,336/1,18.5930003,73.7450095,0.019
GNSS_00818,336/1,18.593163,73.7450096,0.026
GNSS_00819,336/1,18.5933088,73.7450086,0.04
GNSS_00820,336/1,18.5933021,73.7446502,0.026
GNSS_00821,337/2,18.5930011,73.7450734,0.037
GNSS_00822,337/2,18.5930168,73.7452653,0.031
GNSS_00823,337/2,18.5930136,73.7454501,0.029
GNSS_00824,337/2,18.5931631,73.7454522,0.042
GNSS_00825,337/2,18.5933101,73.7454407,0.023
GNSS_00826,337/2,18.5933251,73.7450753,0.022
GNSS_00827,338/3,18.593008,73.7455079,0.029
GNSS_00828,338/3,18.5930247,73.7456953,0.019
GNSS_00829,338/3,18.5930048,73.7458645,0.025
GNSS_00830,338/3,18.5931524,73.7458845,0.026
GNSS_00831,338/3,18.5933177,73.7458735,0.037
GNSS_00832,338/3,18.5932946,73.745518,0.036
GNSS_00833,339/4,18.5930041,73.7459397,0.032
GNSS_00834,339/4,18.5930017,73.7461175,0.031
GNSS_00835,339/4,18.5930091,73.7462901,0.031
GNSS_00836,339/4,18.5931572,73.7462954,0.022
GNSS_00837,339/4,18.5933108,73.7463006,0.038
GNSS_00838,339/4,18.5933306,73.7459428,0.027
GNSS_00839,340/1,18.5933651,73.7378222,0.018
GNSS_00840,340/1,18.5933403,73.7379952,0.02
GNSS_00841,340/1,18.5933657,73.7381858,0.034
GNSS_00842,340/1,18.5935187,73.7381697,0.035
GNSS_00843,340/1,18.5936724,73.7381735,0.026
GNSS_00844,340/1,18.5936564,73.7378224,0.032
GNSS_00845,341/2,18.5933714,73.7382527,0.04
GNSS_00846,341/2,18.5933525,73.7384334,0.033
GNSS_00847,341/2,18.5933681,73.7386124,0.028
GNSS_00848,341/2,18.5935174,73.7386098,0.021
GNSS_00849,341/2,18.5936663,73.7386067,0.042
GNSS_00850,341/2,18.5936591,73.7382497,0.031
GNSS_00851,342/3,18.5933607,73.7386686,0.034
GNSS_00852,342/3,18.5933468,73.7388608,0.032
GNSS_00853,342/3,18.5933618,73.7390407,0.044
GNSS_00854,342/3,18.5935234,73.7390284,0.018
GNSS_00855,342/3,18.5936745,73.7390266,0.038
GNSS_00856,342/3,18.5936579,73.7386772,0.033
GNSS_00857,343/4,18.5933616,73.7391089,0.044
GNSS_00858,343/4,18.5933503,73.7392831,0.044
GNSS_00859,343/4,18.5933648,73.7394553,0.03
GNSS_00860,343/4,18.5935254,73.7394632,0.022
GNSS_00861,343/4,18.5936707,73.7394621,0.029
GNSS_00862,343/4,18.5936791,73.7391099,0.037
GNSS_00863,344/1,18.5933702,73.7395251,0.037
GNSS_00864,344/1,18.5933572,73.7397098,0.039
GNSS_00865,344/1,18.5933698,73.739884,0.033
GNSS_00866,344/1,18.5935259,73.7399056,0.034
GNSS_00867,344/1,18.5936757,73.7398826,0.043
GNSS_00868,344/1,18.5936693,73.739537,0.037
GNSS_00869,345/2,18.5933713,73.739962,0.038
GNSS_00870,345/2,18.5933436,73.7401365,0.019
GNSS_00871,345/2,18.5933691,73.74031,0.04
GNSS_00872,345/2,18.5935233,73.740324,0.021
GNSS_00873,345/2,18.5936692,73.7403103,0.041
GNSS_00874,345/2,18.59367,73.7399512,0.038
GNSS_00875,346/3,18.5933711,73.740388,0.041
GNSS_00876,346/3,18.5933536,73.7405594,0.04
GNSS_00877,346/3,18.5933648,73.7407513,0.043
GNSS_00878,346/3,18.5935268,73.7407542,0.037
GNSS_00879,346/3,18.5936733,73.7407403,0.035
GNSS_00880,346/3,18.5936592,73.7403741,0.038
GNSS_00881,347/4,18.5933658,73.7408046,0.043
GNSS_00882,347/4,18.5933448,73.7409992,0.019
GNSS_00883,347/4,18.5933701,73.7411792,0.043
GNSS_00884,347/4,18.5935125,73.7411525,0.034
GNSS_00885,347/4,18.5936689,73.7411669,0.039
GNSS_00886,347/4,18.5936859,73.740804,0.035
GNSS_00887,348/1,18.5933697,73.7412296,0.044
GNSS_00888,348/1,18.593378,73.7414182,0.035
GNSS_00889,348/1,18.5933709,73.7415985,0.031
GNSS_00890,348/1,18.5935202,73.7416029,0.033
GNSS_00891,348/1,18.5936702,73.7415963,0.038
GNSS_00892,348/1,18.5936768,73.7412442,0.036
GNSS_00893,349/2,18.5933684,73.7416666,0.03
GNSS_00894,349/2,18.5933572,73.7418532,0.019
GNSS_00895,349/2,18.5933729,73.7420221,0.042
GNSS_00896,349/2,18.5935178,73.7420313,0.023
GNSS_00897,349/2,18.5936692,73.742026,0.032
GNSS_00898,349/2,18.593692,73.741672,0.044
GNSS_00899,350/3,18.5933621,73.742094,0.019
GNSS_00900,350/3,18.5933364,73.7422745,0.037
GNSS_00901,350/3,18.5933717,73.7424559,0.019
GNSS_00902,350/3,18.5935245,73.7424576,0.02
GNSS_00903,350/3,18.5936762,73.7424593,0.023
GNSS_00904,350/3,18.5936785,73.7420906,0.025
GNSS_00905,351/4,18.5933685,73.7425169,0.039
GNSS_00906,351/4,18.5933513,73.7426981,0.026
GNSS_00907,351/4,18.5933671,73.7428828,0.02
GNSS_00908,351/4,18.5935213,73.7428719,0.039
GNSS_00909,351/4,18.5936738,73.7428843,0.03
GNSS_00910,351/4,18.5936572,73.7425226,0.029
GNSS_00911,352/1,18.5933711,73.7429506,0.019
GNSS_00912,352/1,18.59338,73.7431329,0.033
GNSS_00913,352/1,18.5933634,73.7433094,0.029
GNSS_00914,352/1,18.5935266,73.7433009,0.033
GNSS_00915,352/1,18.5936747,73.7433136,0.02
GNSS_00916,352/1,18.5936549,73.7429544,0.024
GNSS_00917,353/2,18.5933667,73.743376,0.026
GNSS_00918,353/2,18.5933396,73.7435477,0.02
GNSS_00919,353/2,18.5933619,73.7437402,0.021
GNSS_00920,353/2,18.5935241,73.7437225,0.038
GNSS_00921,353/2,18.5936778,73.7437405,0.031
GNSS_00922,353/2,18.5936769,73.7433812,0.027
GNSS_00923,354/3,18.5933618,73.7437928,0.035
GNSS_00924,354/3,18.5933517,73.7439807,0.025
GNSS_00925,354/3,18.5933695,73.7441642,0.028
GNSS_00926,354/3,18.5935205,73.744145,0.036
GNSS_00927,354/3,18.5936795,73.7441669,0.027
GNSS_00928,354/3,18.5936619,73.7437946,0.031
GNSS_00929,355/4,18.5933682,73.744222,0.029
GNSS_00930,355/4,18.5933739,73.7444144,0.034
GNSS_00931,355/4,18.5933671,73.7445821,0.042
GNSS_00932,355/4,18.5935254,73.7445769,0.033
GNSS_00933,355/4,18.593666,73.7445809,0.033
GNSS_00934,355/4,18.5936744,73.7442191,0.045
GNSS_00935,356/1,18.5933679,73.7446621,0.022
GNSS_00936,356/1,18.5933495,73.7448419,0.033
GNSS_00937,356/1,18.5933603,73.7450158,0.033
GNSS_00938,356/1,18.593512,73.745,0.042
GNSS_00939,356/1,18.5936796,73.7450111,0.022
GNSS_00940,356/1,18.5936714,73.7446637,0.038
GNSS_00941,357/2,18.5933625,73.745078,0.038
GNSS_00942,357/2,18.593383,73.7452657,0.034
GNSS_00943,357/2,18.5933648,73.7454483,0.033
GNSS_00944,357/2,18.5935253,73.7454605,0.028
GNSS_00945,357/2,18.5936747,73.7454347,0.028
GNSS_00946,357/2,18.59367,73.7450751,0.034
GNSS_00947,358/3,18.5933643,73.7455098,0.037
GNSS_00948,358/3,18.5933611,73.7456965,0.021
GNSS_00949,358/3,18.5933681,73.7458699,0.024
GNSS_00950,358/3,18.593514,73.7458656,0.04
GNSS_00951,358/3,18.593666,73.7458642,0.037
GNSS_00952,358/3,18.5936827,73.745512,0.031
GNSS_00953,359/4,18.5933626,73.7459351,0.042
GNSS_00954,359/4,18.5933644,73.7461103,0.038
GNSS_00955,359/4,18.5933667,73.7462908,0.04
GNSS_00956,359/4,18.5935141,73.7463079,0.044
GNSS_00957,359/4,18.5936789,73.7462914,0.024
GNSS_00958,359/4,18.5936763,73.745937,0.034
GNSS_00959,360/1,18.593731,73.7378214,0.041
GNSS_00960,360/1,18.5937006,73.7380058,0.032
GNSS_00961,360/1,18.5937229,73.7381833,0.029
GNSS_00962,360/1,18.593877,73.7381719,0.022
GNSS_00963,360/1,18.5940338,73.7381795,0.021
GNSS_00964,360/1,18.5940425,73.7378147,0.031
GNSS_00965,361/2,18.5937202,73.7382514,0.031
GNSS_00966,361/2,18.5937236,73.7384301,0.039
GNSS_00967,361/2,18.5937188,73.7386083,0.027
GNSS_00968,361/2,18.5938822,73.7386298,0.04
GNSS_00969,361/2,18.5940312,73.7386064,0.043
GNSS_00970,361/2,18.5940366,73.7382536,0.041
GNSS_00971,362/3,18.593732,73.7386692,0.028
GNSS_00972,362/3,18.5937458,73.7388505,0.022
GNSS_00973,362/3,18.5937217,73.7390332,0.036
GNSS_00974,362/3,18.5938839,73.7390247,0.025
GNSS_00975,362/3,18.5940266,73.7390362,0.041
GNSS_00976,362/3,18.5940339,73.7386652,0.029
GNSS_00977,363/4,18.5937273,73.7390959,0.039
GNSS_00978,363/4,18.593712,73.7392827,0.044
GNSS_00979,363/4,18.5937262,73.7394631,0.021
GNSS_00980,363/4,18.5938806,73.7394895,0.032
GNSS_00981,363/4,18.5940308,73.739467,0.039
GNSS_00982,363/4,18.5940343,73.7390947,0.04
GNSS_00983,364/1,18.5937189,73.7395369,0.037
GNSS_00984,364/1,18.5937077,73.7397015,0.034
GNSS_00985,364/1,18.5937255,73.7398969,0.044
GNSS_00986,364/1,18.5938752,73.7398892,0.04
GNSS_00987,364/1,18.5940253,73.7398817,0.035
GNSS_00988,364/1,18.5940276,73.7395264,0.03
GNSS_00989,365/2,18.5937308,73.7399502,0.023
GNSS_00990,365/2,18.5937092,73.7401363,0.018
GNSS_00991,365/2,18.5937291,73.7403185,0.037
GNSS_00992,365/2,18.5938818,73.7403303,0.043
GNSS_00993,365/2,18.5940261,73.740325,0.033
GNSS_00994,365/2,18.5940315,73.7399516,0.038
GNSS_00995,366/3,18.5937281,73.7403789,0.04
GNSS_00996,366/3,18.5937099,73.7405578,0.034
GNSS_00997,366/3,18.5937228,73.740745,0.037
GNSS_00998,366/3,18.5938734,73.7407362,0.044
GNSS_00999,366/3,18.5940293,73.7407359,0.033
GNSS_01000,366/3,18.5940537,73.740391,0.039
GNSS_01001,367/4,18.5937192,73.7408117,0.021
GNSS_01002,367/4,18.5936946,73.7409836,0.036
GNSS_01003,367/4,18.593734,73.7411733,0.04
